name,id.x,popularity,followers,user,id.y,collaborators,genre,record_label
Quality Control,6i392l38cR3uBPF0DbNs7S,66,1620767,M,6i392l38cR3uBPF0DbNs7S,"DaBaby, Gucci Mane, Gunna, Kodak Black, Lil Baby, Lil Yachty, Meek Mill, Migos, Moneybagg Yo, Mustard, Offset, Playboi Carti, Quavo, Tee Grizzley, Travis Scott, Young Thug","hip hop, trap","Quality Control Music, LLC, Quality Control Music/Motown Records"
Quavo,0VRj0yCOv2FXJNP47XQnx5,78,8156732,M,0VRj0yCOv2FXJNP47XQnx5,"21 Savage, Drake, Future, Gucci Mane, Gunna, Huncho Jack, Lil Baby, Lil Uzi Vert, Meek Mill, Migos, Mustard, Offset, Quality Control, Rich The Kid, Tory Lanez, Travis Scott, Yeat, Young Thug","rap, trap","Quality Control Music - Epic, Quality Control Music/Motown Records, Quality Control Music/Motown Records/Capitol Records"
Radiohead,4Z8W4fKeB5YxbusRsdQVPb,87,14172116,"I, C",4Z8W4fKeB5YxbusRsdQVPb,,"alt, alternative rock, art rock",XL Recordings
RADWIMPS,1EowJ1WwkMzkCkRomFhui7,75,4853539,I,1EowJ1WwkMzkCkRomFhui7,,"anime, j-pop, j-rock","voque ting, voque ting co,. ltd., voque ting co., ltd."
Real Estate,41SQP16hv1TioVYqdckmxT,46,409324,C,41SQP16hv1TioVYqdckmxT,,"dream pop, jangle pop, surf rock","Domino Recording Co, Real Estate The Band"
Rehash,10WfoBIKKTSqCvkeG1XW9T,52,87895,C,10WfoBIKKTSqCvkeG1XW9T,,shoegaze,"Rehash Records, broke"
Rich The Kid,1pPmIToKXyGdsCF6LmqLmI,66,3495297,M,1pPmIToKXyGdsCF6LmqLmI,"21 Savage, A Boogie Wit da Hoodie, D-Block Europe, DaBaby, Future, Gucci Mane, Gunna, Kanye West, Kendrick Lamar, Key Glock, Kodak Black, Lil Baby, Lil Tjay, Migos, Moneybagg Yo, NAV, Offset, Polo G, Quavo, Southside, Tm88, Tory Lanez, Young Thug",trap,"300 Entertainment, Interscope Records, RTK/gamma., Republic Records, Rich Forever, Rich Forever Music / EMPIRE, Rich The Kid / (TDE/ISR PS)"
Ride,0WPY9nnBy01s5QOt4o4oQX,44,259326,C,0WPY9nnBy01s5QOt4o4oQX,,"britpop, dream pop, jangle pop, madchester, neo-psychedelic, shoegaze, slowcore","Rhino/Warner Records, Wichita Recordings, Wichita Recordings Ltd."
River Tiber,1FHDMgGdmIP4IsoFkAwbS0,49,79788,C,1FHDMgGdmIP4IsoFkAwbS0,,"pop, r&b",River Tiber
SahBabii,7GuUYiGZOzQwq4L6gAfy1T,58,759410,M,7GuUYiGZOzQwq4L6gAfy1T,21 Savage,melodic rap,"Arena Music Productions, LLC, Casting Bait Music Group / under exclusive license to StreamCut Media, LLC, StreamCut Media, LLC, Warner Records"
Sebastian Comberti,0JTq0OP9uGo5T6gG6UNsma,47,1734,I,0JTq0OP9uGo5T6gG6UNsma,"Camille Saint-Saëns, Frédéric Chopin, Gabriel Fauré, Miriam Keogh, None",indie,"Cello Classics, Clarinet and Saxophone Classics, Claves Records, Disky, harmonia mundi"
Seether,6B5c4sch27tWHAGdarpPaW,71,3860963,C,6B5c4sch27tWHAGdarpPaW,,"alternative metal, post-grunge, rock","Craft Recordings, Fantasy, Fantasy Records, UME - Global Clearing House"
Sewerslvt,30F64wQIHvLiFTGaNZ73nU,55,414528,C,30F64wQIHvLiFTGaNZ73nU,,"breakcore, hyperpop, jungle, speedcore","Cynthoni, SWRSLT"
Sheff G,1tG7s7S4sq2eFFW0QZyLbm,65,1237929,M,1tG7s7S4sq2eFFW0QZyLbm,"A Boogie Wit da Hoodie, King Von, Lil Tecca, Lil Tjay, Polo G, Rich The Kid","brooklyn drill, drill, new york drill","Winners Circle / EMPIRE, Winners Circle/RCA Records"
Skepta,2p1fiYHYiXz9qi0JJyxBzN,77,1647948,M,2p1fiYHYiXz9qi0JJyxBzN,"A$AP Rocky, Pop Smoke","grime, uk grime","3Beat, Boy Better Know, Epic Records UK, SKC M29"
Slowdive,72X6FHxaShda0XeQw3vbeF,66,1390553,C,72X6FHxaShda0XeQw3vbeF,,"dream pop, shoegaze, slowcore","Creation Records, Dead Oceans, Sony Music UK"
SNUPE BANDZ,72ltK39qT3DgtiCZgOAaGs,48,26926,M,72ltK39qT3DgtiCZgOAaGs,"Key Glock, PaperRoute Woo, Young Dolph","southern hip hop, trap","Paper Route Empire, Yung skooley"
SOHN,6XZYAWJLL8UIbxAqjKj3cg,46,284676,C,6XZYAWJLL8UIbxAqjKj3cg,,"alternative, indie","4AD, APM"
Southside,23DYJsw4uSCguIqiTIDtcN,59,189384,M,23DYJsw4uSCguIqiTIDtcN,"21 Savage, 42 Dugg, Future, Gunna, Lil Durk, Lil Uzi Vert, Lil Yachty, Moneybagg Yo, Playboi Carti, Polo G, Rich The Kid, Tm88, Travis Scott, Young Nudy, Young Thug",chicago drill,"808 MAFIA, 808 Mafia Records, Epic, Epic/Freebandz, Machine Entertainment Group - G Herbo, Whole Lotta Racks Ent. / 808 Mafia West"
Steve Lacy,57vWImR43h4CaDao012Ofp,79,6521000,"I, C",57vWImR43h4CaDao012Ofp,Calvin Harris,indie,"3qtr, L-M Records, L-M Records/RCA Records"
Steve Miller Band,6QtGlUje9TIkLrgPZrESuk,66,3367059,C,6QtGlUje9TIkLrgPZrESuk,,classic rock,"Capitol Records, Steve Miller - Owned, UME Direct"
Stone Temple Pilots,2UazAtjfzqBF0Nho2awK4z,70,4025731,C,2UazAtjfzqBF0Nho2awK4z,,"alternative rock, grunge, post-grunge, rock","Atlantic Records, Rhino, Rhino Atlantic"
Sufjan Stevens,4MXUO7sVCaFgFjoTI5ox5c,72,2379221,I,4MXUO7sVCaFgFjoTI5ox5c,,"baroque pop, indie",Asthmatic Kitty
Supertramp,3JsMj0DEzyWc0VDlHuy9Bx,71,3995925,C,3JsMj0DEzyWc0VDlHuy9Bx,,"classic rock, progressive rock","A&M, Mercury Studios"
Surf Rock Is Dead,5iwmHxCi5pm28BEykL5Fyd,35,34192,C,5iwmHxCi5pm28BEykL5Fyd,,"dream pop, shoegaze, surf rock","Born Losers Records, Surf Rock is Dead LLC"
Tamaryn,3TdVTSmMfLh55VrJDUpIQ2,46,68110,C,3TdVTSmMfLh55VrJDUpIQ2,,"dream pop, shoegaze","DERO Arcade, Major Arcana, Tamaryn"
Tame Impala,5INjqkS1o8h1imAzPqGZBb,86,9716263,"M, I",5INjqkS1o8h1imAzPqGZBb,"Blood Orange, Lil Yachty","indie, neo-psychedelic","Columbia, Modular, Universal Music Australia Pty. Ltd."
Tee Grizzley,6AUl0ykLLpvTktob97x9hO,69,4060913,M,6AUl0ykLLpvTktob97x9hO,"21 Savage, 42 Dugg, A Boogie Wit da Hoodie, Future, King Von, Lil Baby, Lil Durk, Lil Tjay, Lil Yachty, Meek Mill, Moneybagg Yo, Offset, Polo G, Quavo, Young Dolph","detroit hip hop, rap, trap",300 Entertainment
Thaiboy Digital,3cGojc1Yu89IHXx8OeSnee,54,189615,I,3cGojc1Yu89IHXx8OeSnee,"Bladee, Ecco2k, Varg²™, Yung Lean","cloud rap, hyperpop",YEAR0001
The 1975,3mIj9lX2MWuHmhNCA7LSCW,77,8009459,I,3mIj9lX2MWuHmhNCA7LSCW,,indie,"Dirty Hit, Interscope, Polydor Records, The 1975 Artist Deal P/S, The 1975 LP3 Artist Deal PS, UMC (Universal Music Catalogue)"
The Alchemist,0eVyjRhzZKke2KFYTcDkeu,73,907132,C,0eVyjRhzZKke2KFYTcDkeu,"Earl Sweatshirt, Eminem, Freddie Gibbs, Kurupt, Tyler, The Creator","alternative hip hop, boom bap, experimental hip hop, jazz rap","ALC, Backwoodz Studioz LLC, Freddie Gibbs and Alchemist, PIMPIRE RECORDS / MARCI ENTERPRISES, Surf Club Inc. / ALC / EMPIRE, Surf Club Inc. / EMPIRE, The Freeminded Records / 2 Chainz / ALC / EMPIRE, The Freeminded Records / ALC / EMPIRE"
The Crying Nudes,3tM7dj8ztmzKcugbIVMxy0,43,31890,C,3tM7dj8ztmzKcugbIVMxy0,,"alternative, indie",WORLD MUSIC
The Cure,7bu3H8JO7d0UbMoVzbo70s,77,6726472,C,7bu3H8JO7d0UbMoVzbo70s,,"darkwave, gothic rock, new wave, post-punk","Mercury Studios, Polydor Records, Rhino/Elektra, Sunday Best Recordings"
The Hellp,5DslL3PUa3BcRlCCEP64A4,55,94877,I,5DslL3PUa3BcRlCCEP64A4,,"electroclash, hyperpop, new rave","Anemoia/Atlantic, Atlantic Records, Terrible Records"
The Marías,2sSGPbdZJkaSE2AbcGOACx,84,3958513,I,2sSGPbdZJkaSE2AbcGOACx,,"bedroom pop, pop",Nice Life/Atlantic
The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,86,21902102,"I, C",77SW9BnxLY8rJ0RciFqkHh,,indie,"Columbia, Columbia/Legacy, Warner Records"
The Radio Dept.,0utS63XytOEVN1EtzWhJpG,54,206272,C,0utS63XytOEVN1EtzWhJpG,,"dream pop, shoegaze","Just So!, LABRADOR (LBD), XL Recordings"
The Smashing Pumpkins,40Yq4vzPs9VNUrIBG5Jr2i,75,6138468,I,40Yq4vzPs9VNUrIBG5Jr2i,Moby,"alt, alternative rock, rock","BMG Rights Management/Universal Music Canada, Martha's Music, Napalm Records Handels GmbH, SMASHING PUMPKINS - DEAL #2 PHYSICAL, Sumerian Records, Virgin Records"
The Smiths,3yY2gUcIsjMr8hjo51PoJ8,80,7838343,I,3yY2gUcIsjMr8hjo51PoJ8,,"jangle pop, madchester, new wave, rock","Rhino, WM UK"
The Strokes,0epOFNiUfyON9EYx7Tpr6V,76,6485845,I,0epOFNiUfyON9EYx7Tpr6V,,"alternative rock, garage rock, indie rock, rock","Cult Records/RCA Records, RCA Records Label"
The Velvet Underground,1nJvji2KIlWSseXRSlNYsC,62,2138616,I,1nJvji2KIlWSseXRSlNYsC,,"art rock, proto-punk, rock","ODL, Polydor, Rhino Atlantic, Rhino/Warner Records, Universal Records, Verve Reissues"
The War On Drugs,6g0mn3tzAds6aVeUYRsryU,60,1010333,C,6g0mn3tzAds6aVeUYRsryU,,indie rock,"Atlantic Records, Secretly Canadian, Super High Quality, Super High Quality Records"
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,95,114452632,"M, I",1Xyo4u8uXC1ZmMpatF05PJ,"21 Savage, A$AP Rocky, Ariana Grande, Calvin Harris, Drake, Ed Sheeran, Eminem, Future, Kanye West, Kendrick Lamar, Lil Baby, Lil Uzi Vert, Metro Boomin, Mustard, Playboi Carti, Travis Scott, Tyler, The Creator, Young Thug","pop, r&b","Republic Records, Universal Republic Records, XO / Republic Records"
The Who,67ea9eGLXYMsO2eYQRui3w,67,5854998,C,67ea9eGLXYMsO2eYQRui3w,,"classic rock, rock","Mercury Studios, Polydor Records, UMC (Universal Music Catalogue), UME Direct, UMe Direct 2"
Tiësto,2o5jDhtHVPhrJdv3cEQ99Z,81,8025300,M,2o5jDhtHVPhrJdv3cEQ99Z,"21 Savage, A Boogie Wit da Hoodie, Calvin Harris, Coldplay, Gucci Mane, Joel Corry","big room, edm, trance","AFTR:HRS, Atlantic Records, Musical Freedom, Universal Music, a division of Universal International Music BV"
Tiffany Gouché,2IEnjZsVDEPKUTxNinyqba,44,33138,M,2IEnjZsVDEPKUTxNinyqba,Masego,"r&b, soul",Goochies Good LLC
Tirful,5wh9QhNjDHu546xgz3LqRF,22,3139,I,5wh9QhNjDHu546xgz3LqRF,,indie,Devoid Of
Title Fight,2CnhqfjUG0qzsru0SMuhrk,65,644016,C,2CnhqfjUG0qzsru0SMuhrk,,"emo, melodic hardcore, midwest emo, post-hardcore, shoegaze","Purple Circle Records, Run For Cover Records, SideOneDummy Records"
TK from Ling tosite sigure,3B9O5mYYw89fFXkwKh7jCS,59,527495,I,3B9O5mYYw89fFXkwKh7jCS,,"anime, j-pop, j-rock",Sony Music Labels Inc.
Tm88,5RMUeKq0dZxg9RHE1f0B9P,39,98988,M,5RMUeKq0dZxg9RHE1f0B9P,"Future, Gunna, Lil Uzi Vert, Lil Yachty, MadeinTYO, Moneybagg Yo, Rich The Kid, Southside, Young Nudy, Young Thug","hip hop, trap","Atlantic Records / Columbia Records / EMPIRE, Capitol Records, Rubberband Money Gang / Freebandz Ent."
Toby Fox,57DlMWmbVIf2ssJ8QBpBau,75,2141296,I,57DlMWmbVIf2ssJ8QBpBau,"Augustine Mayuga Gonzales, David Peacock","edm, soundtrack","Camellia, Temmie Chang & Toby Fox, Materia Collective, Monstercat"
Tom Petty,2UZMlIwnkgAEDBsw1Rejkn,69,2989589,C,2UZMlIwnkgAEDBsw1Rejkn,Tom Petty and the Heartbreakers,classic rock,"143/Warner Records, American Recordings, Geffen, Reprise, Tom Petty P&D, Warner Records"
Tom Petty and the Heartbreakers,4tX2TplrkIP4v05BNC903e,69,3113880,C,4tX2TplrkIP4v05BNC903e,Tom Petty,classic rock,"Geffen, Reprise, Warner Records"
Tommy Richman,1WaFQSHVGZQJTbf0BdxdNo,70,949186,M,1WaFQSHVGZQJTbf0BdxdNo,"Brent Faiyaz, Trevor Spitta","alternative r&b, indie pop","Boom.Records, PULSE Records"
TOOL,2yEwvVSSSUkcLeSTNyHKh8,73,4566599,C,2yEwvVSSSUkcLeSTNyHKh8,,"alternative metal, metal, progressive metal, progressive rock",RCA Records Label
Tory Lanez,2jku7tDXc6XoB6MO2hFuqg,81,8401950,M,2jku7tDXc6XoB6MO2hFuqg,"42 Dugg, A Boogie Wit da Hoodie, DaBaby, Fredo, Future, Gunna, Kodak Black, Lil Baby, Lil Tjay, Meek Mill, NAV, Quavo, Rich The Kid","canadian hip hop, r&b, rap","One Umbrella Records, One Umbrella Records, distributed by PRSL"
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,91,41542753,"M, C",0Y5tJX1MQlPlqiwlOH1tJY,"21 Savage, Don Toliver, Drake, Ed Sheeran, Future, Gunna, Huncho Jack, Kanye West, Kodak Black, Lil Baby, Lil Uzi Vert, Metro Boomin, Migos, Mustard, Offset, Playboi Carti, Pop Smoke, Quavo, SahBabii, Southside, The 1975, The Weeknd, Young Thug, Yung Lean",rap,"Cactus Jack / Epic, Cactus Jack/Epic, Quality Control Music - Epic"
Trevor Spitta,6uCXq7IoXFqGSB3L5zX5oV,41,23808,M,6uCXq7IoXFqGSB3L5zX5oV,Tommy Richman,"hip hop, rap","Kids Who Jumped, Never Stop Dreaming Music, Sunset Moshpit Productions"
Triathalon,2SaIA1enj83vEmJikZdjQ3,41,100315,C,2SaIA1enj83vEmJikZdjQ3,,bedroom pop,"Dead Oceans, Lex Records, Triathalon"
"Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,88,24805879,I,4V8LLVI7PbaPR0K2TGSxFF,"21 Savage, 42 Dugg, A$AP Rocky, Brent Faiyaz, Earl Sweatshirt, Frank Ocean, Kanye West, Lil Uzi Vert, Steve Lacy",rap,"Columbia, Odd Future"
Varg²™,4g2EfgpanE2Z9LG1nQ9zNy,41,53675,I,4g2EfgpanE2Z9LG1nQ9zNy,"Bladee, Ecco2k, Nation, Thaiboy Digital, Yung Lean","experimental, hyperpop","Blodörn, Northern Electronics, Posh Isolation, YEAR0001"
Vasilis Dokakis,7E74ReKi0BpodmTTNRY4nF,2,453,C,7E74ReKi0BpodmTTNRY4nF,No Clear Mind,"alternative, indie, post-rock",Inner Ear Records
Vegyn,5iUnvXddCpOrbWKm7QMr6o,57,159924,C,5iUnvXddCpOrbWKm7QMr6o,Matt Maltese,"experimental hip hop, idm","PLZ Make It Ruins, Parlophone (France)"
Wes Montgomery,03YhcM6fxypfwckPCQV8pQ,53,314967,I,03YhcM6fxypfwckPCQV8pQ,,"bebop, cool jazz, hard bop, jazz, jazz blues","Craft Recordings, Original Jazz Classics, Resonance Records"
Whirr,1tnjjbgszXYa8BbyTzwM0w,55,347606,C,1tnjjbgszXYa8BbyTzwM0w,,"dream pop, shoegaze, slowcore",Free Whirl
Wray,7j1EFfyMGmNxaLNIrVAID4,30,6737,C,7j1EFfyMGmNxaLNIrVAID4,,"dream pop, shoegaze","Communicating Vessels, Earth Libraries"
Yeat,3qiHUAX7zY4Qnjx8TNUzVx,81,6048148,M,3qiHUAX7zY4Qnjx8TNUzVx,"Don Toliver, Drake, Future, Gunna, Kodak Black, Lil Durk, Lil Uzi Vert, Quavo, SahBabii, Young Thug",rage rap,"Field Trip Recordings/Capitol Records, Field Trip Recordings/Geffen Records, Lyfestyle Corporation/Field Trip Recordings/Capitol Records, TwizzyRich"
You'll Never Get to Heaven,1tHzhv6nGl2i5ZaSSFiwK7,54,120912,C,1tHzhv6nGl2i5ZaSSFiwK7,,"dream pop, shoegaze",Mystic Roses
Young Dolph,3HiuzBlSW7pGDXlSFMhO2g,73,3366415,M,3HiuzBlSW7pGDXlSFMhO2g,"21 Savage, Future, Gucci Mane, Key Glock, Lil Baby, Lil Yachty, Migos, Offset, Paper Route EMPIRE, PaperRoute Woo, SNUPE BANDZ","southern hip hop, trap","Bern One Entertainment, Paper Route EMPIRE, Paper Route Empire"
Young Nudy,5yPzzu25VzEk8qrGTLIrE1,69,1700448,M,5yPzzu25VzEk8qrGTLIrE1,"21 Savage, DaBaby, Future, Gucci Mane, HoodRich Pablo Juan, Key Glock, Lil Uzi Vert, Lil Yachty, Metro Boomin, Offset","rap, southern hip hop, trap","Not specified, PDE Records/RCA Records"
Young Prisms,62Xs9S1gahH6vGEJ24qdkK,23,12948,C,62Xs9S1gahH6vGEJ24qdkK,,"dream pop, shoegaze","Fire Talk, Kanine Records"
Young Stoner Life,1xr2G8Hlx4QWmT9HaUbmoO,64,292148,M,1xr2G8Hlx4QWmT9HaUbmoO,"DaBaby, Don Toliver, Drake, Future, Gunna, Lil Baby, Lil Uzi Vert, Lil Yachty, Meek Mill, NAV, Skepta, Travis Scott, Young Thug","rap, trap",300 Entertainment
Young Thug,50co4Is1HCEo8bhOyUWKpn,85,12525778,M,50co4Is1HCEo8bhOyUWKpn,"21 Savage, A$AP Rocky, Calvin Harris, DaBaby, Don Toliver, Drake, Ed Sheeran, Freddie Gibbs, Future, Gucci Mane, Gunna, Lil Baby, Lil Durk, Lil Uzi Vert, Lil Yachty, Meek Mill, Metro Boomin, Migos, NAV, Offset, Quality Control, Quavo, The Weeknd, Tm88, Travis Scott, Yeat, Young Dolph, Young Stoner Life","melodic rap, rap, trap","300 Entertainment, 300 Entertainment/Atl"
Yung Lean,67lytN32YpUxiSeWlKfHJ3,68,1169708,I,67lytN32YpUxiSeWlKfHJ3,"Ariel Pink, Bladee, Ecco2k, Thaiboy Digital, Travis Scott","cloud rap, rap","World Affairs, YEAR0001, Yung Lean"
Yves Tumor,0qu422H5MOoQxGjd4IzHbS,73,450715,C,0qu422H5MOoQxGjd4IzHbS,Blood Orange,"alternative, electronic","Apothecary Compositions, Warp Records"
ギヴン,6LQYtKNp3ZsJ9xOzVVUj5j,53,584627,I,6LQYtKNp3ZsJ9xOzVVUj5j,,"anime, j-pop",Sony Music Labels Inc.
